B1,0,10:00:00,10:00:00,9,F
B2,0,11:30:00,11:30:00,5,M
B3,1,13:30:00,13:00:00,1,F
B4,0,15:00:00,15:00:00,4,M
B5,0,16:30:00,16:30:00,7,F
G1,0,10:00:00,10:00:00,10,M
G2,0,11:30:00,11:30:00,6,F
G3,0,13:00:00,13:00:00,3,M
G4,1,15:00:00,14:30:00,2,F
G5,0,16:30:00,16:30:00,8,M
